Company Name,Company Description,Unnamed: 2,Website URL,Linkedin URL,Careers Page URL,Job listings page URL,job post1 URL,job post1 title,job post2 URL,job post2 title,job post3 URL,job post3 title
Mainspring Energy,"Flexible, scalable energy systems accelerating the transition to a net-zero carbon grid.",,https://www.mainspringenergy.com/news/mainspring-announces-linear-generator-pilot-project-with-leading-utility-aep/,https://www.linkedin.com/company/mainspringenergy,,https://jobs.lever.co/mainspringenergy,https://jobs.lever.co/mainspringenergy/86a5f6a7-9e2d-4543-adff-1f1d7289be64,Apply,https://jobs.lever.co/mainspringenergy/86a5f6a7-9e2d-4543-adff-1f1d7289be64,Apply,https://jobs.lever.co/mainspringenergy/86a5f6a7-9e2d-4543-adff-1f1d7289be64,Apply
Climate Power,"Historic clean energy investment cuts costs, creates jobs, and protects our planet.",,https://climatepower.us/clean-energy-jobs-report/,https://uk.linkedin.com/company/low-carbon,https://climatepower.us/clean-energy-jobs-report/careers,https://jobs.lever.co/climatepower/cb90afcf-7779-4441-aebe-416a1932e0e5,https://jobs.lever.co/climatepower/cb90afcf-7779-4441-aebe-416a1932e0e5/apply,Apply for this job,https://jobs.lever.co/climatepower/cb90afcf-7779-4441-aebe-416a1932e0e5/apply,Apply for this job,https://jobs.lever.co/climatepower/cb90afcf-7779-4441-aebe-416a1932e0e5/apply,Apply for this job
Intersect Power,"Scalable low-carbon solutions for retail and wholesale energy markets, offering clean electricity and fuels.",,https://www.intersectpower.com/,https://www.linkedin.com/company/intersect-power/?trk=similar-pages,https://www.intersectpower.com/careers,https://jobs.lever.co/intersectpower,https://jobs.lever.co/intersectpower/d91b3333-44a8-4231-b6ff-5f847542a470,Apply,https://jobs.lever.co/intersectpower/d91b3333-44a8-4231-b6ff-5f847542a470,Apply,https://jobs.lever.co/intersectpower/d91b3333-44a8-4231-b6ff-5f847542a470,Apply
Universal Engineering Sciences,Innovative engineering for sustainable infrastructure and environmental solutions nationwide.,,https://www.teamues.com/universal-engineering-sciences-launches-virtual-design-consulting-services/,https://www.linkedin.com/company/teamues,https://www.teamues.com/universal-engineering-sciences-launches-virtual-design-consulting-services/careers,,,,,,,
Freedom Solar Power,"Leading, cost-effective solar solutions reducing carbon footprint in Texas, Colorado, Florida, Virginia, and North Carolina.",,https://freedomsolarpower.com/,https://www.linkedin.com/company/freedom-solar,https://freedomsolarpower.com/careers,,,,,,,
Energy Solutions,Innovative consulting firm delivering market-based energy solutions for environmental impact.,,https://www.bcg.com/,https://www.linkedin.com/company/capcoenergy,https://careers.bcg.com/global/en,https://careers.smartrecruiters.com/customizedenergysolutions,https://jobs.smartrecruiters.com/customizedenergysolutions/744000074508015-system-administrator,"System AdministratorPhiladelphia, PAAssociate",https://jobs.smartrecruiters.com/customizedenergysolutions/744000073400325-director-congestion-management,"Director, Congestion ManagementPhiladelphia, PADirector",https://jobs.smartrecruiters.com/customizedenergysolutions/744000072787975-senior-marketing-manager,"Senior Marketing ManagerPhiladelphia, PAMid-Senior Level"
Clearloop,Transforming U.S. communities with clean energy and new solar projects for maximum environmental impact.,,https://clearloop.us/,https://www.linkedin.com/company/clearloop-us,https://clearloop.us/careers/,,https://clearloop.us/careers/,careers,https://siliconranch.bamboohr.com/careers/243,Community Partnerships Associate,,
Hayden AI,"AI-driven solutions for safer, faster transit and sustainable urban development.",,https://www.hayden.ai/press/culver-citybus-deploys-automated-enforcement-to-improve-transit-reliability-and-road-safety-with-hayden-ai,https://www.linkedin.com/company/haydenaitech,,,,,,,,
Too Good To Go,"Reduce food waste and save surplus food with our convenient, planet-friendly app.",,https://www.toogoodtogo.com/,https://www.linkedin.com/company/too-good-to-go,https://www.toogoodtogo.com/careers,https://job-boards.greenhouse.io/toogoodtogo,https://job-boards.greenhouse.io/toogoodtogo/jobs/6586991003,"AI Solutions DeveloperKøbenhavn, Hovedstaden, Denmark",https://job-boards.greenhouse.io/toogoodtogo/jobs/6586991003,"AI Solutions DeveloperKøbenhavn, Hovedstaden, Denmark",https://job-boards.greenhouse.io/toogoodtogo/jobs/6586991003,"AI Solutions DeveloperKøbenhavn, Hovedstaden, Denmark"
Ramboll Management Consulting,Driving decarbonization and sustainable business models across global markets.,,https://climatebase.org/job/60827722/principal-site-investigation-and-remediation,https://tt.linkedin.com/company/ramboll-management-consulting?trk=similar-companies_org_title,https://climatebase.org/job/60827722/principal-site-investigation-and-remediation/careers,https://climatebase.org/job/60827722/principal-site-investigation-and-remediation/careers,https://climatebase.org/job/60827722/principal-site-investigation-and-remediation/careers/company/1131939/ramboll-management-consulting?source=job_directory,Ramboll Management Consulting,https://climatebase.org/job/60827722/principal-site-investigation-and-remediation/careers/company/1131939/ramboll-management-consulting?source=job_directory,Ramboll Management Consulting,https://climatebase.org/job/60827722/principal-site-investigation-and-remediation/careers/company/1131939/ramboll-management-consulting?source=job_directory,Ramboll Management Consulting
AECOM,Building sustainable legacies through innovative infrastructure and environmental solutions.,,https://aecom.com/,https://www.linkedin.com/company/aecom,https://aecom.com/careers/,https://careers.smartrecruiters.com/AECOM2/internal-mobility,https://jobs.smartrecruiters.com/AECOM2/744000070039155-associate-director-lead-ports-and-marine?trid=e0046da7-34b6-4371-b8b4-9afc6ab11476,Associate Director Lead - Ports and MarineFull-time,https://jobs.smartrecruiters.com/AECOM2/744000063141155-quantity-surveyor?trid=e0046da7-34b6-4371-b8b4-9afc6ab11476,Quantity SurveyorFull-time,https://jobs.smartrecruiters.com/AECOM2/744000076078897-inspector-structural-?trid=e0046da7-34b6-4371-b8b4-9afc6ab11476,Inspector - StructuralFull-time
EngSoc,Top 10 global leader advancing UN Sustainable Development Goals through research and innovation.,,https://climatebase.org/job/61043641/nsbe-finance-lead-20252026?source=jobs_directory_algolia&queryID=5e9ac1abb3048cedde15152ceab8d873,https://au.linkedin.com/company/unsw-civil-and-environmental-engineering,https://climatebase.org/job/61043641/nsbe-finance-lead-20252026?source=jobs_directory_algolia&queryID=5e9ac1abb3048cedde15152ceab8d873/careers,https://climatebase.org/job/61043641/nsbe-finance-lead-20252026?source=jobs_directory_algolia&queryID=5e9ac1abb3048cedde15152ceab8d873/careers,https://climatebase.org/job/61043641/nsbe-finance-lead-20252026?source=jobs_directory_algolia&queryID=5e9ac1abb3048cedde15152ceab8d873/careers/company/1136167/engsoc?source=job_directory&queryID=5e9ac1abb3048cedde15152ceab8d873%2Fcareers,EngSoc,https://climatebase.org/job/61043641/nsbe-finance-lead-20252026?source=jobs_directory_algolia&queryID=5e9ac1abb3048cedde15152ceab8d873/careers/company/1136167/engsoc?source=job_directory&queryID=5e9ac1abb3048cedde15152ceab8d873%2Fcareers,EngSoc,https://climatebase.org/job/61043641/nsbe-finance-lead-20252026?source=jobs_directory_algolia&queryID=5e9ac1abb3048cedde15152ceab8d873/careers/company/1136167/engsoc?source=job_directory&queryID=5e9ac1abb3048cedde15152ceab8d873%2Fcareers,EngSoc
Republic Services,Committed to sustainable waste management for a greener future.,,https://www.republicservices.com/,https://www.linkedin.com/company/republic-services-inc,https://www.republicservices.com/careers,,,,,,,
Sightline Climate (CTVC),Data-driven platform empowering investment and innovation in the new climate economy,,https://www.linkedin.com/company/ctvc,https://www.linkedin.com/company/ctvc,,,,,,,,
Pano AI,Revolutionizing disaster management for climate resilience with AI-powered wildfire detection.,,https://www.pano.ai/,https://www.linkedin.com/company/pano-ai,https://www.pano.ai/join-us,,,,,,,
Unirac,Driving solar energy adoption with top-tier PV mounting systems and unmatched expertise.,,https://unirac.com/category/blog/,https://www.linkedin.com/company/unirac-inc-,,,,,,,,
Oklo,"Oklo's mission is to provide clean, reliable, affordable energy through the deployment of next-generation fast fission technology and recycling nuclear waste.",,https://www.oklo.com/,https://www.linkedin.com/company/oklo,https://www.oklo.com/careers,,,,,,,
Trek Bicycle Corp (Australia),Empowering diverse teams to revolutionize cycling for a sustainable future.,,https://climatebase.org/jobs,https://ca.linkedin.com/company/norco-bikes,,,,,,,,
Equilibrium Energy,Accelerating clean energy with data-driven solutions to significantly reduce global carbon emissions.,,https://www.equilibriumenergy.com/,https://www.linkedin.com/company/equilibrium-energy-inc,https://www.equilibriumenergy.com/careers,https://job-boards.greenhouse.io/equilibriumenergy,https://job-boards.greenhouse.io/equilibriumenergy/jobs/4297433005,"General InterestSan Francisco, Boston, London, or Remote",https://job-boards.greenhouse.io/equilibriumenergy/jobs/4297433005,"General InterestSan Francisco, Boston, London, or Remote",https://job-boards.greenhouse.io/equilibriumenergy/jobs/4297433005,"General InterestSan Francisco, Boston, London, or Remote"
Iberdrola,Accelerating America's clean energy transition with sustainable power and industry-leading ethical practices.,,https://www.iberdrola.com/about-us/our-company/renewable-energies,https://www.linkedin.com/company/rokas-renewables-iberdrola-renovables-,,,,,,,,
EsVolta,Empowering the grid with large-scale battery energy storage to enhance sustainability.,,https://www.esvolta.com/,https://www.linkedin.com/company/esvolta-lp,https://www.esvolta.com/careers,,,,,,,
Terracycle,"Transforming unrecyclable waste into eco-friendly products, from ocean plastics to playgrounds.",,https://www.terracycle.com/en-US/,https://www.linkedin.com/company/terracycle,https://recruiting.paylocity.com/recruiting/jobs/All/0e6f52c3-18b3-4884-ab4d-e1d9947cbe07/TerraCycle,,,,,,,
Electric Power Engineers,Enhancing grid reliability and resiliency for a sustainable energy future.,,https://epeconsulting.com/industries/data-centers,https://pa.linkedin.com/company/epeconsulting?trk=similar-pages_result-card_full-click,,,,,,,,
Institute for Energy Economics and Financial Analysis (IEEFA,Accelerating the transition to a sustainable and diverse energy economy.,,https://ieefa.org/what-we-do,https://www.linkedin.com/company/institute-for-energy-economics-and-financial-analysis,,,,,,,,
C40 Cities,"Uniting 96 cities for bold climate action and a sustainable, healthier future.",,https://www.c40.org/news/scores-of-cities-commit-to-bold-climate-action-to-deliver-on-the-highest-ambition-of-paris-agreement/,https://www.linkedin.com/company/carbon-neutral-cities-alliance,https://www.c40.org/careers/,,https://www.c40.org/careers/#moreaboutc40,Learn More About C40 Cities,https://www.c40.org/careers/,Careers,,
InductEV,"Revolutionizing commercial fleets with AI-driven, wireless power for a sustainable, carbon-reduced future.",,https://www.inductev.com/,https://www.linkedin.com/company/inductev-inc,https://www.inductev.com/careers,,,,,,,
RoadRunner Recycling,"Revolutionizing sustainable waste management for businesses with tech-driven, cost-saving solutions.",,https://www.roadrunnerwm.com/blog/new-funding-market-expansions-fuel-roadrunners-incredible-year,https://www.linkedin.com/company/roadrunner-modern-waste-and-recycling,,,,,,,,
Encamp,Empowering businesses with tech for seamless environmental compliance and global reforestation.,,https://encamp.com/webinars/oil-and-gas-industry-event-best-practices-for-managing-your-epcra-tier-ii-program-throughout-the-year/,https://na.linkedin.com/company/smart-nut?trk=public_post_follow-view-profile,https://encamp.com/webinars/oil-and-gas-industry-event-best-practices-for-managing-your-epcra-tier-ii-program-throughout-the-year/careers,,,,,,,
Karen Clark & Company,Innovative catastrophe risk modeling tools for climate resilience and disaster preparedness.,,https://www.karenclarkandco.com/,https://www.linkedin.com/company/karen-clark-and-company,https://www.karenclarkandco.com/careers,,https://www.karenclarkandco.com/careers/model-development-research-scientist-wildfire-modeling,Research Scientist (Wildfire Modeling),https://www.karenclarkandco.com/careers/model-development-structural-engineer,Structural Engineer,https://www.karenclarkandco.com/careers/model-development-geotechnical-engineer,Geotechnical Engineer
Climate Arc,Mainstreaming climate science in finance to accelerate capital for net-zero solutions.,,https://climatearc.org/,https://uk.linkedin.com/company/climate-arc,,,,,,,,
Resource Innovations,"Empowering communities with accessible, sustainable energy and water solutions.",,https://www.resource-innovations.com/,https://ca.linkedin.com/company/resourceinnovations,https://www.resource-innovations.com/careers,,,,,,,
Pine Gate Renewables,Driving the future with extensive solar and energy storage projects across the U.S.,,https://pinegaterenewables.com/nations-largest-proposed-solar-and-storage-project-receives-final-state-approval/,https://www.linkedin.com/company/pine-gate-renewables,,https://job-boards.greenhouse.io/pinegaterenewables,https://job-boards.greenhouse.io/pinegaterenewables/jobs/6681366003,"Associate Project Development EngineerNewAsheville, North Carolina, United States",https://job-boards.greenhouse.io/pinegaterenewables/jobs/6681366003,"Associate Project Development EngineerNewAsheville, North Carolina, United States",https://job-boards.greenhouse.io/pinegaterenewables/jobs/6681366003,"Associate Project Development EngineerNewAsheville, North Carolina, United States"
Redwood Materials,"Closed-loop, domestic lithium-ion battery supply chain using recycled batteries to reduce environmental impact.",,https://www.redwoodmaterials.com/,https://ch.linkedin.com/company/li-cycle,https://www.redwoodmaterials.com/join/,,,,,,,
The EVERY Company,"Revolutionizing food with eco-friendly, animal-free proteins using significantly less land, water, and emissions.",,https://every.com/,https://www.linkedin.com/company/aspirefg,,,,,,,,
Arevon,Transforming North America's energy with innovative renewable solutions to reduce planetary impact.,,https://arevonenergy.com/,https://www.linkedin.com/company/arevon,https://arevonenergy.com/careers,https://job-boards.greenhouse.io/arevonenergyimpltest,https://job-boards.greenhouse.io/arevonenergyimpltest/jobs/4741402007,"Accounting ManagerScottsdale, AZ",https://job-boards.greenhouse.io/arevonenergyimpltest/jobs/4741402007,"Accounting ManagerScottsdale, AZ",https://job-boards.greenhouse.io/arevonenergyimpltest/jobs/4741402007,"Accounting ManagerScottsdale, AZ"
Bird,"Eco-friendly, dockless electric scooters revolutionizing urban transportation.",,https://www.bird.co/,https://www.linkedin.com/company/birdapp,https://www.bird.co/careers/,,https://www.bird.co/careers/,Careers,,,,
Planet,"Empowering impactful stewardship through timely, global Earth-imaging satellite data.",,https://www.un.org/en/,https://www.linkedin.com/company/productsteward,https://www.un.org/en/careers,https://jobs.lever.co/planettechnologies,,,,,,
Sparkfund,"Transforming buildings into valuable, grid-supportive assets for a sustainable energy future.",,https://sparkfund.com/resources,https://www.linkedin.com/company/sparkfunder,,,,,,,,
Cypress Creek Renewables,"Developing 12GW of solar energy for a cleaner, safer, and better world.",,https://ccrenew.com/,https://www.linkedin.com/company/cypress-creek-renewables,https://ccrenew.com/careers,,https://ccrenew.com/careers/,Careers,https://ccrenew.com/careers/job-listing/?gh_jid=7018350,Apply,https://ccrenew.com/careers/job-listing/?gh_jid=6926761,Apply
Thrive Market,"Promoting healthy, sustainable living while being zero waste and Climate Neutral Certified.",,https://thrivemarket.com/,https://www.linkedin.com/company/thrivemarket,https://thrivemarket.com/careers,https://jobs.lever.co/thrivemarket,https://jobs.lever.co/thrivemarket/6c3b459d-c29a-4603-8075-5b8b937a20fe,Apply,https://jobs.lever.co/thrivemarket/6c3b459d-c29a-4603-8075-5b8b937a20fe,Apply,https://jobs.lever.co/thrivemarket/6c3b459d-c29a-4603-8075-5b8b937a20fe,Apply
Deep Sky,Reversing climate change with renewable-powered carbon removal and long-term storage.,,https://www.deepskyclimate.com/,https://ca.linkedin.com/company/deep-sky-climate,https://www.deepskyclimate.com/career,,,,,,,
Zen Ecosystems,Smart energy management solutions to cut bills and boost efficiency for homes and businesses.,,https://zenecosystems.com/,https://www.linkedin.com/company/zen-ecosystems,https://zenecosystems.com/careers,,,,,,,
Ecosia,Search the web and fund tree planting with a CO2-neutral search engine.,,https://www.ecosia.org/,https://pg.linkedin.com/company/ecosia?trk=products_details_guest_organization_image,https://www.ecosia.org/careers,,,,,,,
Califia Farms,"Nourishing the world with plant-based beverages, powered by renewable energy and sustainable practices.",,https://www.califiafarms.com/,https://www.linkedin.com/company/califia-farms,,,,,,,,
Omnidian,Empowering sustainable energy with 24/7 solar system monitoring and advanced diagnostics.,,https://www.omnidian.com/,https://www.linkedin.com/company/omnidian-inc,https://www.omnidian.com/careers,https://jobs.lever.co/omnidian,https://jobs.lever.co/omnidian/4e07bb69-417b-4e0f-bb53-09568bc63430,Apply,https://jobs.lever.co/omnidian/4e07bb69-417b-4e0f-bb53-09568bc63430,Apply,https://jobs.lever.co/omnidian/4e07bb69-417b-4e0f-bb53-09568bc63430,Apply
ClimateWorks Foundation,Amplifying philanthropic power to combat global climate change.,,https://www.climateworks.org/,https://www.linkedin.com/company/climateworks,https://www.climateworks.org/careers/,,https://www.climateworks.org/careers/,Careers,,,,
Applied Intuition,"Accelerating safe, intelligent machines for a sustainable future in transport and construction.",,https://www.appliedintuition.com/,https://www.linkedin.com/company/applied-intuition-inc,https://www.appliedintuition.com/careers,,,,,,,
Aurora Solar,Empowering solar adoption with AI-driven platform for a sustainable future.,,https://aurorasolar.com/news/aurora-solar-industry-snapshot/,https://www.linkedin.com/company/enerflo,https://aurorasolar.com/careers/,,https://jobs.ashbyhq.com/aurorasolar/fb623ed8-9ea0-4d5f-92e9-36d8a0e02cb9,QA Engineer,https://jobs.ashbyhq.com/aurorasolar/fb623ed8-9ea0-4d5f-92e9-36d8a0e02cb9,QA Engineer,https://jobs.ashbyhq.com/aurorasolar/fb623ed8-9ea0-4d5f-92e9-36d8a0e02cb9,QA Engineer
Solvenergy.com,Pioneering cleaner power and brighter futures through extensive solar energy projects across North America.,,https://www.solvenergy.com/news/solv-energy-reacts-to-biden-administration-action-to-support-solar-industry,https://www.linkedin.com/company/solv-energy,,,,,,,,
Apollo,Innovative capital solutions for growth with a focus on sustainable and impactful investing.,,https://www.apollo.com/strategies/asset-management/capital-solutions,https://www.linkedin.com/company/apollo-global-management-inc,,https://jobs.lever.co/apolloresearch/f66ef22f-f96a-42cb-ada9-fd48ce0d5fda,https://jobs.lever.co/apolloresearch/f66ef22f-f96a-42cb-ada9-fd48ce0d5fda/apply,Apply for this job,https://jobs.lever.co/apolloresearch/f66ef22f-f96a-42cb-ada9-fd48ce0d5fda/apply,Apply for this job,https://jobs.lever.co/apolloresearch/f66ef22f-f96a-42cb-ada9-fd48ce0d5fda/apply,Apply for this job
Workiva,Streamlining integrated ESG reporting for transparent climate impact and compliance.,,https://www.workiva.com/,https://www.linkedin.com/company/sustainlife,https://www.workiva.com/careers,,https://www.workiva.com/careers/careers/culture,People & Culture,https://www.workiva.com/careers/careers/internships,Internships,https://www.workiva.com/careers/careers/teams-locations,Teams and Locations
Dynapower,"Power electronics leader driving a resilient, clean energy future through innovative power conversion and storage solutions.",,https://dynapower.com/about-us/leadership/,https://www.linkedin.com/company/dynapower-company-llc,https://dynapower.com/about-us/leadership/careers,,,,,,,
GFL Environmental,Driving sustainable waste management and soil remediation for a greener future.,,https://gflenv.com/,https://ca.linkedin.com/company/gflenvironmental,https://gflenv.com/career/,,https://gflenv.com/careers/,Careers,,,,
C&D Technologies,Empowering critical operations with eco-friendly power systems and sustainable energy solutions.,,https://climatebase.org/job/59613711/cos-operator?source=job_directory,https://cn.linkedin.com/company/cnd-cleanenergy,https://climatebase.org/job/59613711/cos-operator?source=job_directory/careers,https://climatebase.org/job/59613711/cos-operator?source=job_directory/careers,https://climatebase.org/job/59613711/cos-operator?source=job_directory/careers/company/1136467/cd-technologies?source=job_directory,C&D Technologies,https://climatebase.org/job/59613711/cos-operator?source=job_directory/careers/company/1136467/cd-technologies?source=job_directory,C&D Technologies,https://climatebase.org/job/59613711/cos-operator?source=job_directory/careers/company/1136467/cd-technologies?source=job_directory,C&D Technologies
The Environmental Defense Fund,"Driving impactful environmental solutions through science, partnerships, and market-based approaches globally.",,https://www.edf.org/media/sustainability-hook-cuba-adopts-new-fisheries-law-edf-says,https://www.linkedin.com/company/edif-foundation,,,,,,,,
Qmerit,"Simplifying electrification adoption, driving green energy transition for homes and businesses.",,https://qmerit.com/blog/fleet-electrification-can-help-you-meet-commercial-esg-goals/,https://www.linkedin.com/company/qmerit,https://qmerit.com/career/,,,,,,,
Advantage Capital Management,"Catalytic investments in underserved areas to boost economies, communities, and renewable energy solutions.",,https://climatebase.org/job/58242476/associate-compliance,https://www.linkedin.com/company/advantagecapital,https://climatebase.org/job/58242476/associate-compliance/careers,https://climatebase.org/job/58242476/associate-compliance/careers,https://climatebase.org/job/58242476/associate-compliance/careers/company/1136766/brookfield-global-asset-management-limited?source=job_directory,Brookfield Global Asset Management Limited,https://climatebase.org/job/58242476/associate-compliance/careers/company/1136766/brookfield-global-asset-management-limited?source=job_directory,Brookfield Global Asset Management Limited,https://climatebase.org/job/58242476/associate-compliance/careers/company/1136766/brookfield-global-asset-management-limited?source=job_directory,Brookfield Global Asset Management Limited
David Suzuki Foundation,"Protecting nature and fostering a sustainable Canada through research, education, and policy.",,https://davidsuzuki.org/,https://ca.linkedin.com/company/david-suzuki-foundation,https://davidsuzuki.org/careers/,https://careers.smartrecruiters.com/DavidSuzukiFoundation,https://jobs.smartrecruiters.com/DavidSuzukiFoundation/744000073842005-public-engagement-manager-qc-responsable-de-l-engagement-du-public-et-de-la-mobilisation-citoyenne,"Public Engagement, Manager (QC) / Responsable de l’engagement du public et de la mobilisation citoyenneFull-time",https://jobs.smartrecruiters.com/DavidSuzukiFoundation/744000075845092-translator-editor-traducteur-rice-reviseur-e,Translator/editor / Traducteur.rice/réviseur.eFull-time,https://jobs.smartrecruiters.com/DavidSuzukiFoundation/744000075561105-payroll-and-accounting-specialist-specialiste-en-paie-et-comptabilite,Payroll and Accounting Specialist / Spécialiste en paie et comptabilitéFull-time
Resource Environmental Solutions,Restoring ecosystems and sequestering carbon through nature-based infrastructure projects.,,https://res.us/,https://www.linkedin.com/company/res-us,https://res.us/careers,,https://res.us/careers/working-here/,Working Here,https://res.us/careers/,Careers,,
Exponent,"Engineering and scientific consulting for safer, healthier, and more sustainable solutions globally.",,https://www.exponent.com/,https://www.linkedin.com/company/exponent,https://www.exponent.com/careers,,https://www.exponent.com/careers/careers/life-exponent,Life @ Exponent,https://www.exponent.com/careers/careers/students,For Students,https://www.exponent.com/careers/careers/experienced-experts,For Experienced Experts
Context Labs,Accelerating global energy transition with trusted climate data and high-quality carbon credits.,,https://contextlabs.com/context-labs-announces-clear-path-platform-to-catalyze-change-in-environmental-commodities-markets/,https://www.linkedin.com/company/context-labs-bv,https://contextlabs.com/company/careers/,,https://contextlabs.com/careers/,Careers,https://contextlabs.com/company/careers/,Careers,,
350.org,Global grassroots movement driving climate action in over 188 countries.,,https://350.org/?r=IN&c=AS,https://www.linkedin.com/company/350-org,https://350.org/?r=IN&c=AS/careers,,,,,,,
Scope3,Eliminate climate risk with advanced emission reduction solutions.,,https://scope3.com/blog/category/company-news,https://uk.linkedin.com/company/edhec-climate-institute,,,,,,,,
Generate Capital,Delivering sustainable infrastructure to power and transform communities across North America.,,https://generatecapital.com/,https://www.linkedin.com/company/generatecapital,https://generatecapital.com/careers/,,,,,,,
Hydrosat,"Space-based thermal imagery for managing water stress, boosting food security, and protecting the environment.",,https://hydrosat.com/,https://lu.linkedin.com/company/hydrosat,,,,,,,,
Phaidra,"AI-driven control systems for industrial efficiency, reducing energy waste and environmental impact.",,https://www.phaidra.ai/,https://www.linkedin.com/company/phaidra-ai,https://www.phaidra.ai/careers,https://job-boards.greenhouse.io/phaidra,https://job-boards.greenhouse.io/phaidra/jobs/4593550005,Senior Account Executive (AI Factory Solutions)Remote,https://job-boards.greenhouse.io/phaidra/jobs/4593550005,Senior Account Executive (AI Factory Solutions)Remote,https://job-boards.greenhouse.io/phaidra/jobs/4593550005,Senior Account Executive (AI Factory Solutions)Remote
Charge Point,Empowering widespread EV adoption with the world's largest open charging network.,,https://www.chargepoint.com/,https://www.linkedin.com/company/ourtreehousepro,https://www.chargepoint.com/careers,,,,,,,
Unison Infrastructure,Funding and managing sustainable infrastructure with $1.3B+ deployed since 2003.,,https://climatebase.org/company/1137534/unison-infrastructure,https://www.linkedin.com/company/unisoninfra,https://climatebase.org/company/1137534/unison-infrastructure/careers,,,,,,,
Last Energy,"Scaling micro nuclear to decarbonize energy and provide clean, affordable power globally.",,https://www.lastenergy.com/about,https://www.linkedin.com/company/lastenergy,,,,,,,,
Velo3D,Revolutionizing metal 3D printing for cleaner energy and efficient transportation.,,https://velo3d.com/sapphire/,https://www.linkedin.com/company/velo3d,https://velo3d.com/careers/,https://jobs.lever.co/velo3d,https://jobs.lever.co/velo3d/34cf69d8-8794-4145-a336-41ca25558126,Apply,https://jobs.lever.co/velo3d/34cf69d8-8794-4145-a336-41ca25558126,Apply,https://jobs.lever.co/velo3d/34cf69d8-8794-4145-a336-41ca25558126,Apply
Sublime Systems,"Revolutionizing cement with zero-carbon, low-energy production for significant global emissions reduction.",,https://sublime-systems.com/,https://www.linkedin.com/company/sublime-cement,https://jobs.lever.co/SublimeSystems,https://jobs.lever.co/SublimeSystems,https://jobs.lever.co/SublimeSystems/09c02bae-199d-47bb-af9c-983f1e40c092,Apply,https://jobs.lever.co/SublimeSystems/09c02bae-199d-47bb-af9c-983f1e40c092,Apply,https://jobs.lever.co/SublimeSystems/09c02bae-199d-47bb-af9c-983f1e40c092,Apply
Brookfield Global Asset Management Limited,Investing globally in renewable power and infrastructure to support climate resilience and sustainability.,,https://climatebase.org/company/1136766/brookfield-global-asset-management-limited,https://ca.linkedin.com/company/brookfield,https://climatebase.org/company/1136766/brookfield-global-asset-management-limited/careers,,,,,,,
Muon Space,Revolutionizing climate action with cutting-edge Earth-sensing satellite technology.,,https://www.muonspace.com/press/former-acting-deputy-secretary-of-defense-christine-fox-joins-muon-space-board,https://www.linkedin.com/company/spatial-informatics-group-natural-assets-laboratory,,https://job-boards.greenhouse.io/muonspace,https://job-boards.greenhouse.io/muonspace/jobs/4701745007,"Electrical Hardware Engineer (New Grad/Early Career)Mountain View, CA",https://job-boards.greenhouse.io/muonspace/jobs/4701745007,"Electrical Hardware Engineer (New Grad/Early Career)Mountain View, CA",https://job-boards.greenhouse.io/muonspace/jobs/4701745007,"Electrical Hardware Engineer (New Grad/Early Career)Mountain View, CA"
BorgWarner,"Driving carbon neutrality in automotive solutions for a cleaner, healthier, and safer future by 2035.",,https://www.borgwarner.com/company,https://www.linkedin.com/company/borgwarner,https://www.borgwarner.com/company/careers,,,,,,,
Fluence,Driving clean energy transition with scalable storage and AI-optimized management.,,https://fluenceenergy.com/,https://www.linkedin.com/company/fluenceenergy,https://fluenceenergy.com/careers,https://jobs.lever.co/fluence,https://jobs.lever.co/fluence/58f2cd2c-fb95-4bf6-a211-bf8b4e647d80,Apply,https://jobs.lever.co/fluence/58f2cd2c-fb95-4bf6-a211-bf8b4e647d80,Apply,https://jobs.lever.co/fluence/58f2cd2c-fb95-4bf6-a211-bf8b4e647d80,Apply
Bidgely,Revolutionizing home energy savings with appliance-specific analytics to combat climate change.,,https://www.bidgely.com/,https://www.linkedin.com/company/bidgely,https://www.bidgely.com/careers/,,https://www.bidgely.com/careers/careers/,Careers,,,,
XENERGY,"Reinventing nuclear power for safe, affordable, and carbon-free energy.",,https://x-energy.com/media/news-releases/x-energy-uk-and-cavendish-nuclear-convene-british-suppliers-to-support-early-deployment-of-advanced-small-modular-reactors,https://www.linkedin.com/company/x-energy,,,,,,,,
Key Capture Energy,"Advancing large-scale energy storage for a stable, renewable-powered grid.",,https://keycaptureenergy.com/,https://www.linkedin.com/company/key-capture-energy,https://keycaptureenergy.com/careers/,,https://keycaptureenergy.com/careers/,Careers,https://keycaptureenergy.com/careers/careers/search/,View Current Opportunities,https://20230417161904_8clld49cklrdhnma.applytojob.com/apply/BOBxOpruL5/General-Resumes,submit your resume and cover letter here
Sky Climber Renewables,"Driving renewable energy with comprehensive wind, solar, and battery solutions for a sustainable future.",,https://skyclimber-re.com/,https://www.linkedin.com/company/sky-climber-wind-solutions,https://skyclimber-re.com/careers/,,https://skyclimber-re.com/careers/,Careers,,,,
